date,no1,no2,no3,no4,no5
2014-01-02 19:00:00,-0.920593,-0.096021,-0.184773,0.759981,0.191099
2014-01-02 20:00:00,-0.729563,0.465771,1.295500,0.164038,-0.307465
2014-01-02 21:00:00,1.056513,-0.373678,-0.963318,1.264590,0.748380
2014-01-02 22:00:00,0.428189,-0.011221,0.582401,-0.550460,0.019162
2014-01-02 23:00:00,-0.886303,1.350950,1.630509,0.063660,-1.060723
2014-01-03 00:00:00,-0.415178,-0.120400,-0.768349,1.309905,-1.654929
2014-01-03 01:00:00,1.452302,0.115356,2.020497,0.461333,1.254364
2014-01-03 02:00:00,-0.252276,0.182400,-0.277552,-0.336064,1.269395
2014-01-03 03:00:00,0.310646,1.601065,-0.185907,1.181803,0.475414
2014-01-03 04:00:00,-0.619323,-0.064835,0.999747,-1.553174,-0.779442
2014-01-03 05:00:00,-0.860510,-0.610486,-0.834824,0.335017,-1.277405
2014-01-03 06:00:00,0.241643,0.351125,-1.111683,-0.970593,0.819017
2014-01-03 07:00:00,1.373599,-0.063212,0.438462,-0.326766,-0.079542
2014-01-03 08:00:00,0.692561,0.361050,1.353797,1.042630,-1.017116
2014-01-03 09:00:00,1.236255,-0.404853,-0.422036,-1.180905,0.418926
2014-01-03 10:00:00,1.121901,-0.755250,1.533190,-0.256363,-2.425262
2014-01-03 11:00:00,-0.414539,-0.247160,0.382710,-0.738385,-0.262431
2014-01-03 12:00:00,-1.150945,0.602338,-0.750014,1.672354,-0.705667
2014-01-03 13:00:00,0.303890,0.066067,0.648935,0.805036,-0.989884
2014-01-03 14:00:00,-0.158155,1.768719,-2.028913,0.392573,-0.245616
2014-01-03 15:00:00,2.732922,1.175529,-1.817206,-0.267588,0.575341
2014-01-03 16:00:00,0.172659,-0.390439,-0.748273,0.715683,0.044527
2014-01-03 17:00:00,-0.003789,0.076501,1.723289,0.608247,-0.257841
2014-01-03 18:00:00,-1.789142,-0.001797,-0.358123,-1.901824,-0.224716
2014-01-03 19:00:00,-0.583456,0.310223,-0.138374,0.982594,-1.122908
2014-01-03 20:00:00,-0.903746,-0.048018,-1.982433,-0.782334,0.547758
2014-01-03 21:00:00,0.503881,1.187822,0.735059,-0.045143,0.580106
2014-01-03 22:00:00,3.178827,-0.746953,-0.950940,0.121642,1.956215
2014-01-03 23:00:00,0.243186,0.542780,0.084852,-0.770346,0.588785
2014-01-04 00:00:00,-0.880163,-0.352724,0.009022,0.059241,0.823115
2014-01-04 01:00:00,-1.850769,-0.252498,0.413362,-1.081200,-0.621342
2014-01-04 02:00:00,0.319376,-0.369360,-1.361019,0.239018,0.266394
2014-01-04 03:00:00,0.179591,-0.925583,-0.132730,0.899525,0.134242
2014-01-04 04:00:00,0.920047,-0.479862,1.319734,0.611219,1.474547
2014-01-04 05:00:00,-0.509083,0.671768,-0.933527,-0.250581,0.795002
2014-01-04 06:00:00,-0.206557,0.610619,-0.677084,-0.043789,1.707320
2014-01-04 07:00:00,-0.564843,1.428417,-0.729994,-0.030958,0.217982
2014-01-04 08:00:00,-0.198691,0.371316,0.363927,0.587898,0.216405
2014-01-04 09:00:00,0.976353,-0.893269,2.084485,-1.782010,-0.388005
2014-01-04 10:00:00,-0.020889,-0.268867,0.106477,0.639811,-1.510741
2014-01-04 11:00:00,0.324049,-0.238923,0.485715,-2.048866,-0.140676
2014-01-04 12:00:00,-0.520491,-1.952804,2.132810,1.228151,0.826695
2014-01-04 13:00:00,1.276975,-0.248463,1.441618,1.197776,-1.525667
2014-01-04 14:00:00,1.711817,0.024437,1.456858,-1.031754,-0.125933
2014-01-04 15:00:00,-0.623550,1.545588,-0.746519,0.361452,0.685742
2014-01-04 16:00:00,1.405346,1.573425,-0.526673,-1.596432,-1.302679
2014-01-04 17:00:00,-0.450053,0.804172,1.712202,-0.144551,-0.867007
2014-01-04 18:00:00,-0.550938,0.306544,-0.701235,1.149628,-1.148233
2014-01-04 19:00:00,-0.847647,-1.267468,-0.828624,0.236434,0.912800
2014-01-04 20:00:00,0.754408,-0.298811,1.090724,1.893812,-0.133188
2014-01-04 21:00:00,-0.594557,0.284727,0.973201,-0.543086,0.353453
2014-01-04 22:00:00,-0.631921,-2.701275,-1.019012,1.061645,-0.669749
2014-01-04 23:00:00,-0.975481,0.434422,-0.876314,-2.068593,-1.956375
2014-01-05 00:00:00,0.261500,-0.051634,0.806492,-2.851606,-0.330024
2014-01-05 01:00:00,0.329651,-0.528433,-0.593936,0.892106,0.554328
2014-01-05 02:00:00,0.483469,-0.150796,-0.235015,-0.348092,-0.805136
2014-01-05 03:00:00,2.878269,-0.438382,-0.979663,1.401029,0.954850
2014-01-05 04:00:00,-0.302107,-0.060580,0.081919,1.182781,-0.113419
2014-01-05 05:00:00,-0.218517,1.224937,-2.175252,-0.949487,-0.733030
2014-01-05 06:00:00,1.747783,-1.800825,-0.912498,-0.815780,0.016709
2014-01-05 07:00:00,0.714980,-1.584584,-0.153709,-0.250469,0.616735
2014-01-05 08:00:00,0.767954,-0.200882,0.903107,0.074566,0.786831
2014-01-05 09:00:00,0.488094,0.195274,-2.298956,-1.255493,0.798780
2014-01-05 10:00:00,2.410737,-0.513907,0.436263,1.303480,1.374701
2014-01-05 11:00:00,0.541211,-1.004700,0.944916,0.718292,-0.982497
2014-01-05 12:00:00,-0.027763,-0.948263,-0.734358,0.611861,1.826992
2014-01-05 13:00:00,-0.841210,-0.438601,0.016802,0.817638,-0.368615
2014-01-05 14:00:00,0.779363,0.400404,-1.694990,0.105528,1.107179
2014-01-05 15:00:00,-1.902173,-0.564443,0.260887,1.431815,0.504514
2014-01-05 16:00:00,3.068735,0.997084,0.546667,-0.001219,-0.534497
2014-01-05 17:00:00,-0.115340,0.614105,1.495920,-1.461482,-0.434409
2014-01-05 18:00:00,0.550976,0.081962,-0.170640,-1.413540,3.006981
2014-01-05 19:00:00,-0.266912,-0.014437,-1.925867,1.163869,0.014535
2014-01-05 20:00:00,-0.135221,0.975709,0.746066,-0.581013,1.050983
2014-01-05 21:00:00,-0.240771,-0.190928,-1.140619,0.930493,-1.387254
2014-01-05 22:00:00,0.126559,0.202297,0.585959,0.507186,-0.475073
2014-01-05 23:00:00,0.004104,0.119199,-0.639112,0.486517,-0.515457
2014-01-06 00:00:00,-0.467876,-0.261469,-0.015935,0.584120,-0.058931
2014-01-06 01:00:00,0.526544,1.027838,2.511847,-0.747938,0.208734
2014-01-06 02:00:00,0.898688,-0.106468,-0.577565,2.082230,-0.748787
2014-01-06 03:00:00,-0.842495,-0.457134,-1.606950,0.196199,0.226910
2014-01-06 04:00:00,-0.530494,1.134416,0.133824,-1.096238,-0.144410
2014-01-06 05:00:00,-0.307228,1.369822,-0.399170,-0.118842,0.060207
2014-01-06 06:00:00,-0.244826,-0.345583,0.471677,-0.737615,-1.959105
2014-01-06 07:00:00,1.465758,1.154552,-0.579325,-0.621711,-0.456368
2014-01-06 08:00:00,0.283878,-0.391028,-0.497117,-0.210022,0.241261
2014-01-06 09:00:00,-1.641214,-1.381884,-0.199834,-0.844303,-0.000418
2014-01-06 10:00:00,2.108868,1.605070,1.525285,0.947841,2.385433
2014-01-06 11:00:00,-0.195625,-0.899747,0.332513,0.434276,0.891196
2014-01-06 12:00:00,-0.475697,-0.520980,0.106759,0.748616,0.178885
2014-01-06 13:00:00,0.995936,0.148200,0.824540,-0.210954,-1.017820
2014-01-06 14:00:00,1.182660,-0.867865,0.373830,0.442707,0.869521
2014-01-06 15:00:00,-1.106020,1.492557,-0.456780,-0.030091,0.591878
2014-01-06 16:00:00,1.914575,1.068443,0.216155,-0.628397,0.738100
2014-01-06 17:00:00,1.538003,0.397484,-0.483158,-1.717030,0.487724
2014-01-06 18:00:00,0.208188,0.336541,-1.394921,0.096975,1.626191
2014-01-06 19:00:00,-0.519070,-0.057238,-0.371043,-0.485759,-0.082440
2014-01-06 20:00:00,1.514366,-1.546749,1.041880,-0.345087,0.370893
2014-01-06 21:00:00,2.489933,0.046602,0.088765,-0.592349,0.528937
2014-01-06 22:00:00,-0.103525,-0.813252,0.135899,-0.482522,0.189094
2014-01-06 23:00:00,-0.929725,-0.880100,1.572705,-0.883757,-0.195345
2014-01-07 00:00:00,0.323542,0.396575,1.531238,-0.620829,0.257062
2014-01-07 01:00:00,-0.515475,-1.388326,-0.781879,-0.831652,-1.231690
2014-01-07 02:00:00,-0.268454,-2.171893,-0.829552,-0.495308,0.713421
2014-01-07 03:00:00,1.132607,0.888487,-1.011686,0.793487,0.438233
2014-01-07 04:00:00,-0.274839,0.327866,-1.552966,-2.712570,0.462307
2014-01-07 05:00:00,-0.866764,0.059452,0.799480,-0.149831,-0.088874
2014-01-07 06:00:00,-0.764876,0.341088,0.259724,1.230799,-0.057887
2014-01-07 07:00:00,0.421655,-0.514469,0.269900,-0.654213,0.176467
2014-01-07 08:00:00,0.508844,1.224848,0.373560,0.467445,-0.752524
2014-01-07 09:00:00,0.948587,-0.631226,-1.257868,0.307740,0.235995
2014-01-07 10:00:00,1.183884,-0.630877,0.546859,-0.131927,0.469167
2014-01-07 11:00:00,1.479720,0.928459,1.549267,-0.576935,-2.084363
2014-01-07 12:00:00,0.019248,-0.634547,0.902890,-1.653911,-1.535934
2014-01-07 13:00:00,-0.417364,0.109117,-0.490485,-2.775848,1.871237
2014-01-07 14:00:00,-0.951478,0.085381,1.767043,-0.771083,-0.442685
2014-01-07 15:00:00,1.137182,-1.048280,-0.082816,0.101653,1.293880
2014-01-07 16:00:00,0.096297,1.131441,-1.309594,0.000856,0.736204
2014-01-07 17:00:00,1.241103,1.891634,0.490255,0.672750,-0.367042
2014-01-07 18:00:00,-0.812945,0.620006,-1.244790,-1.344071,-0.220142
2014-01-07 19:00:00,-1.193220,0.214588,1.060415,0.203304,0.047372
2014-01-07 20:00:00,0.072327,-1.154970,1.194934,-0.504329,-0.573262
2014-01-07 21:00:00,0.101268,-0.177997,1.767836,0.565209,0.336064
2014-01-07 22:00:00,0.085662,-0.071402,-1.122195,-0.128060,1.281632
2014-01-07 23:00:00,0.168045,2.135376,0.155789,-0.472888,-0.689219
2014-01-08 00:00:00,-0.730369,-0.257174,-0.020201,-0.170836,-0.921182
2014-01-08 01:00:00,1.195541,0.740307,-0.124580,0.290822,1.029331
2014-01-08 02:00:00,0.467198,1.325495,-0.782290,-1.134619,2.258231
2014-01-08 03:00:00,1.078916,-0.016999,0.972326,-0.223343,-0.840857
2014-01-08 04:00:00,2.408403,0.476994,2.230585,0.533753,0.982444
2014-01-08 05:00:00,0.394442,-1.322778,-0.451915,0.531364,0.550157
2014-01-08 06:00:00,0.285373,0.514057,-0.332559,-0.740221,-0.855659
2014-01-08 07:00:00,0.809699,-0.736387,0.767226,-0.868679,0.885564
2014-01-08 08:00:00,1.102358,-0.583790,0.632997,-1.000823,-0.753051
2014-01-08 09:00:00,1.549522,-1.582056,0.966433,-1.335433,2.185691
2014-01-08 10:00:00,0.623679,1.246991,-1.143658,0.358115,0.956064
2014-01-08 11:00:00,0.639851,-0.656729,-0.328493,-0.870682,1.583785
2014-01-08 12:00:00,-0.059381,-2.172781,0.628461,-1.720626,0.633690
2014-01-08 13:00:00,-1.525043,-0.474025,-0.488632,0.648033,0.343613
2014-01-08 14:00:00,0.704757,1.394947,0.468077,0.625990,-1.887680
2014-01-08 15:00:00,-0.309735,0.334979,0.410722,1.204141,-0.324753
2014-01-08 16:00:00,-0.256580,-0.712222,1.151513,0.214797,0.068697
2014-01-08 17:00:00,-0.475842,1.804112,-0.993489,0.918863,-0.774301
2014-01-08 18:00:00,-1.707365,1.618376,-2.914650,0.262846,-0.439274
2014-01-08 19:00:00,0.494075,1.513830,0.488034,1.393948,-0.797156
2014-01-08 20:00:00,1.372204,1.774918,1.596339,-1.299807,0.045830
2014-01-08 21:00:00,1.516610,-0.358163,-1.023084,-0.274878,-0.607741
2014-01-08 22:00:00,2.392240,-2.110558,-1.132731,-1.374833,1.294698
2014-01-08 23:00:00,0.872641,-0.291007,0.773429,1.217257,-0.171665
2014-01-09 00:00:00,-0.753039,-0.325180,-0.587408,1.049944,0.212439
2014-01-09 01:00:00,-1.043504,0.850460,-0.806126,0.453235,0.724779
2014-01-09 02:00:00,-0.746911,0.321422,0.410587,0.817916,1.463513
2014-01-09 03:00:00,-1.491158,0.461688,0.364393,0.418860,-0.582081
2014-01-09 04:00:00,1.048047,-1.890144,-0.779371,-2.068006,0.462300
2014-01-09 05:00:00,-1.267453,1.489024,0.399373,-0.914423,-0.510148
2014-01-09 06:00:00,-0.245804,-1.437854,-0.751663,1.152187,0.449920
2014-01-09 07:00:00,-1.717949,0.544396,0.182968,0.731873,0.336145
2014-01-09 08:00:00,0.967423,-0.925293,-0.426878,2.561560,0.539759
2014-01-09 09:00:00,-1.071524,0.393680,-0.500905,-1.970771,1.609298
2014-01-09 10:00:00,0.302044,-0.561011,-0.324641,1.552167,-1.267955
2014-01-09 11:00:00,-0.269219,1.218573,-0.415854,-1.589747,0.489061
2014-01-09 12:00:00,0.732415,-0.087360,0.961645,1.291828,1.336986
2014-01-09 13:00:00,-0.922818,-1.164789,-0.344294,-0.488665,-1.914820
2014-01-09 14:00:00,-0.276408,-1.333665,-0.392204,-0.840907,0.080330
2014-01-09 15:00:00,-0.349884,1.306588,-1.235639,0.335518,1.327207
2014-01-09 16:00:00,1.858257,-1.330673,0.840393,0.200012,0.223471
2014-01-09 17:00:00,0.714154,-0.780851,1.174438,1.098157,-0.914749
2014-01-09 18:00:00,1.341725,0.866742,0.521139,-0.534160,1.324799
2014-01-09 19:00:00,-0.340584,2.121327,-1.462530,2.466808,-0.954516
2014-01-09 20:00:00,-0.998409,0.708575,-0.228491,0.123168,2.351481
2014-01-09 21:00:00,-0.214706,-1.071368,-1.639379,-0.278084,-1.328695
2014-01-09 22:00:00,-0.802500,0.035279,0.728410,-0.120456,0.061365
2014-01-09 23:00:00,0.477069,0.888148,-0.497398,-0.981530,0.467146
2014-01-10 00:00:00,-1.993152,-0.064178,1.732589,0.567675,-1.689791
2014-01-10 01:00:00,-0.531698,-0.499715,0.303341,-0.094222,0.251433
2014-01-10 02:00:00,-0.092834,0.707511,0.530319,0.670916,2.073026
2014-01-10 03:00:00,1.240958,-1.294948,1.506721,0.539587,-0.411467
2014-01-10 04:00:00,-2.249851,-0.336553,-1.905691,2.732564,0.869090
2014-01-10 05:00:00,0.043389,-0.394444,-0.427398,1.746190,0.532777
2014-01-10 06:00:00,0.415460,-0.014872,-1.145949,2.475886,-0.989129
2014-01-10 07:00:00,-0.677207,0.786834,-0.027146,-0.182597,0.705173
2014-01-10 08:00:00,-0.086683,1.182103,-0.849461,2.145535,0.066062
2014-01-10 09:00:00,-0.030437,0.734076,-0.263061,0.522725,0.290615
2014-01-10 10:00:00,1.699539,0.633369,-0.396344,1.912661,-0.259300
2014-01-10 11:00:00,-0.420101,-1.201191,-1.088084,-0.839845,0.325702
2014-01-10 12:00:00,-0.819581,-0.798077,-0.057145,-1.727134,-0.605847
2014-01-10 13:00:00,0.524825,-0.535212,1.225983,-0.113341,0.939803
2014-01-10 14:00:00,-0.300100,-0.817364,-0.554830,-0.874054,-0.365146
2014-01-10 15:00:00,-0.342633,0.601893,0.251796,-0.534666,2.182853
2014-01-10 16:00:00,0.965646,-0.117741,1.176866,-0.138900,-1.281455
2014-01-10 17:00:00,-0.275851,0.374004,0.999884,-0.558678,0.839101
2014-01-10 18:00:00,-0.080793,0.448729,-1.006330,0.932819,1.170466
2014-01-10 19:00:00,1.412713,-0.289255,-0.405559,1.052004,0.871801
2014-01-10 20:00:00,-0.687354,-0.624164,-0.854354,0.103962,-0.046980
2014-01-10 21:00:00,0.181983,1.190904,0.166514,-0.012222,-1.461364
2014-01-10 22:00:00,0.072574,1.059520,-0.323622,-1.140814,0.869712
2014-01-10 23:00:00,-0.046161,-0.202520,0.723047,1.624446,-0.182951
2014-01-11 00:00:00,-0.797608,0.519050,1.460411,-1.408583,0.771099
2014-01-11 01:00:00,-1.108694,0.363578,-0.691984,1.419947,-0.638622
2014-01-11 02:00:00,-0.175501,-1.629591,1.671563,0.571377,-0.421785
2014-01-11 03:00:00,2.231096,-0.148972,1.441714,0.519766,1.020698
2014-01-11 04:00:00,0.470536,-0.451003,0.453872,-0.682161,0.194500
2014-01-11 05:00:00,-1.035943,1.007107,-1.727991,-0.616351,-0.472076
2014-01-11 06:00:00,-0.387961,-0.841838,0.291779,-0.547265,1.027249
2014-01-11 07:00:00,0.674842,-1.159039,0.755510,0.021726,1.629291
2014-01-11 08:00:00,-0.222632,1.775507,0.373394,0.176736,-1.061130
2014-01-11 09:00:00,1.029256,-0.749128,0.333263,-1.654272,0.862410
2014-01-11 10:00:00,-2.402353,-0.611131,-1.013950,0.943224,-0.703994
2014-01-11 11:00:00,-1.650316,-0.418925,-0.833581,0.156574,-0.567911
2014-01-11 12:00:00,0.473033,-0.806623,-0.614606,0.529408,0.126780
2014-01-11 13:00:00,-0.162602,-0.078191,1.612256,1.193838,1.943350
2014-01-11 14:00:00,-0.789004,-0.605412,0.658984,0.206724,1.219543
2014-01-11 15:00:00,-0.651432,0.157572,-1.186930,-0.666812,-0.301915
2014-01-11 16:00:00,1.379046,-0.558830,0.704399,-1.382178,-1.262935
2014-01-11 17:00:00,-0.310693,0.385050,0.326467,-0.665311,-0.445843
2014-01-11 18:00:00,-0.408593,-0.495357,-0.350018,0.322951,-1.767112
2014-01-11 19:00:00,-0.502396,-0.930901,-1.261981,0.886364,-0.396490
2014-01-11 20:00:00,-0.218102,0.818116,-1.430891,-1.306062,1.640342
2014-01-11 21:00:00,0.154856,0.016897,-0.320575,0.203091,-0.647522
2014-01-11 22:00:00,0.390090,-0.686567,-0.258131,-1.717896,2.486345
2014-01-11 23:00:00,0.816269,1.549055,0.214943,-0.663108,1.221761
2014-01-12 00:00:00,0.138680,0.143246,0.715777,-0.990579,-1.097115
2014-01-12 01:00:00,-0.352125,-0.674375,1.750730,1.674593,0.656324
2014-01-12 02:00:00,0.260803,-1.037885,-1.358904,0.113520,-0.122139
2014-01-12 03:00:00,0.036124,1.685955,0.139859,-0.434518,0.993036
2014-01-12 04:00:00,2.074305,0.060015,0.176413,1.232635,0.604265
2014-01-12 05:00:00,0.110254,1.159687,1.118289,0.827301,0.576648
2014-01-12 06:00:00,-1.055311,1.230830,0.480990,0.360799,0.537698
2014-01-12 07:00:00,-0.159912,-0.407141,0.321025,-2.026011,-0.055029
2014-01-12 08:00:00,2.621949,1.307203,-0.617938,-1.141223,1.186220
2014-01-12 09:00:00,-0.216176,0.426554,1.224282,0.315296,-1.183910
2014-01-12 10:00:00,-0.793781,-0.122069,-0.384184,-0.335185,2.818713
2014-01-12 11:00:00,-1.253163,1.722550,0.716248,0.967222,0.600757
2014-01-12 12:00:00,-0.426205,0.951027,-0.312861,0.296808,2.025811
2014-01-12 13:00:00,0.656161,-0.321814,0.208777,-0.795160,1.572018
2014-01-12 14:00:00,-1.382362,0.710551,0.088598,-1.019041,-0.411933
2014-01-12 15:00:00,-0.413524,1.012059,-1.497723,0.819781,1.480045
2014-01-12 16:00:00,0.115627,0.018154,-0.597009,2.679241,1.824847
2014-01-12 17:00:00,0.514471,0.379704,-0.244406,-1.214927,0.974638
2014-01-12 18:00:00,-0.214425,0.847115,-0.712181,-0.010342,0.361797
2014-01-12 19:00:00,-0.612205,-0.223426,3.173352,0.896891,0.380373
2014-01-12 20:00:00,-0.247617,1.213388,2.214967,0.736724,1.772946
2014-01-12 21:00:00,0.992062,1.166475,1.041042,0.000727,-0.117498
2014-01-12 22:00:00,3.350600,0.170664,1.594881,0.531596,0.273938
2014-01-12 23:00:00,-0.184289,-1.183329,0.136082,-0.236782,1.464571
2014-01-13 00:00:00,-1.397364,-0.574638,-0.572792,1.441047,0.207038
2014-01-13 01:00:00,-0.049607,0.283098,-0.181363,-0.844865,-0.773441
2014-01-13 02:00:00,-0.147910,-0.050198,-2.406804,0.672391,0.414559
2014-01-13 03:00:00,-0.466137,0.197813,0.119984,-0.074008,-0.842431
2014-01-13 04:00:00,0.880762,-0.436371,-1.114712,-0.684650,-0.085612
2014-01-13 05:00:00,-0.251375,-0.196946,-0.285272,0.150837,-1.410058
2014-01-13 06:00:00,-0.814135,-0.575692,-1.107123,-1.295735,-1.581537
2014-01-13 07:00:00,0.429904,-0.672389,0.712636,0.845599,0.351367
2014-01-13 08:00:00,-1.040660,1.850164,-1.066353,-0.546202,0.667767
2014-01-13 09:00:00,0.056234,0.221553,0.936125,-0.040411,1.344946
2014-01-13 10:00:00,0.169996,0.165288,0.766480,-0.166708,-2.323882
2014-01-13 11:00:00,0.771064,0.711049,0.259767,0.189684,-0.929442
2014-01-13 12:00:00,0.091707,0.669824,-0.177468,-0.551934,-0.422595
2014-01-13 13:00:00,0.122098,-0.985157,0.528854,-0.338775,-1.479372
2014-01-13 14:00:00,0.214956,-1.647402,0.377154,-0.753512,-0.462704
2014-01-13 15:00:00,-0.417421,0.476780,0.181646,-0.703925,-0.938674
2014-01-13 16:00:00,1.757993,0.000862,1.890292,0.317428,-1.405358
2014-01-13 17:00:00,-0.888185,0.770899,-0.314638,-0.257749,-1.351134
2014-01-13 18:00:00,0.857923,0.789936,-0.463650,1.086926,-0.004163
2014-01-13 19:00:00,0.022391,-1.031121,1.981534,0.303177,-1.511153
2014-01-13 20:00:00,-0.103429,0.682375,-0.851985,1.232367,0.554030
2014-01-13 21:00:00,-0.413913,0.721817,-0.794755,-0.801146,-0.339034
2014-01-13 22:00:00,-0.628273,-0.534765,0.074019,-1.405224,-0.841164
2014-01-13 23:00:00,1.526933,-0.442183,0.336166,0.081866,-2.419573
2014-01-14 00:00:00,0.366392,0.359027,-3.748982,-1.765357,0.278291
2014-01-14 01:00:00,-1.053861,0.360758,0.650630,-1.807885,0.300169
2014-01-14 02:00:00,0.250440,-0.013495,0.368208,0.167092,2.572817
2014-01-14 03:00:00,0.448864,0.294109,-1.774402,0.172770,0.185942
2014-01-14 04:00:00,0.685366,0.318113,2.218142,1.439871,-0.599249
2014-01-14 05:00:00,0.460746,-0.596240,1.336674,-1.009519,0.824058
2014-01-14 06:00:00,-2.306384,0.423926,1.056713,-0.507769,1.202778
2014-01-14 07:00:00,0.121849,1.196102,1.385615,-0.616682,0.515924
2014-01-14 08:00:00,0.270798,-0.520387,-0.689625,0.749879,-1.618066
2014-01-14 09:00:00,-0.533398,-1.696267,-0.692839,-1.023994,-1.995080
2014-01-14 10:00:00,-0.776598,-1.521545,1.455836,0.708495,-0.713511
2014-01-14 11:00:00,1.121637,-0.228017,0.501341,-0.075425,0.563843
2014-01-14 12:00:00,-0.582970,1.119143,-0.333564,-1.163994,-0.231156
2014-01-14 13:00:00,-0.012610,-0.101413,-0.507220,-0.363792,0.648027
2014-01-14 14:00:00,0.057465,-0.855261,-0.396764,0.232928,0.144129
2014-01-14 15:00:00,-0.172357,0.835141,-0.073712,-1.119834,0.546773
2014-01-14 16:00:00,0.178076,-0.946224,1.043856,-0.892667,-1.685771
2014-01-14 17:00:00,0.521604,-2.378569,-1.917052,-1.166816,-0.567677
2014-01-14 18:00:00,1.822162,-0.726413,1.601172,0.518081,-1.274549
2014-01-14 19:00:00,0.804615,-1.837735,-0.755705,0.564516,-0.460743
2014-01-14 20:00:00,0.657594,-0.457706,0.019009,-0.788082,-0.114523
2014-01-14 21:00:00,1.317567,-1.164516,0.859373,0.977369,-0.847485
2014-01-14 22:00:00,0.415689,-1.683858,0.041823,0.798401,-0.625180
2014-01-14 23:00:00,1.189390,-0.507426,-0.238615,-1.155272,-0.241265
2014-01-15 00:00:00,1.347462,-1.978700,-1.292729,-1.513867,1.097802
2014-01-15 01:00:00,-1.439680,0.622513,-0.284238,0.331318,-2.346937
2014-01-15 02:00:00,0.718147,-1.063316,0.598536,0.703974,1.477348
2014-01-15 03:00:00,-0.090871,-1.172940,0.472646,0.774607,0.451672
2014-01-15 04:00:00,0.025119,0.713845,1.096104,-1.765205,0.676367
2014-01-15 05:00:00,0.542189,1.163969,-0.067715,0.964226,-2.272782
2014-01-15 06:00:00,0.026633,0.331030,0.149930,1.323322,-0.260264
2014-01-15 07:00:00,-0.672828,0.454865,0.622089,-0.989180,1.071753
2014-01-15 08:00:00,-1.040813,-1.467433,-0.286323,-0.967207,0.420257
