tick,year,month,market_cap,percentile
XEL,2018,12,25317300000.0,0.9395855286266245
WDAY,2018,01,25176900000.0,0.9392342817000351
DXC,2018,03,24585000000.0,0.9388830347734457
PPG,2018,12,24523400000.0,0.9385317878468563
APH,2018,12,24413500000.0,0.9381805409202669
EQR,2018,12,24320800000.0,0.9378292939936775
GIS,2018,05,24220500000.0,0.9374780470670881
GLW,2018,12,24180100000.0,0.9371268001404988
MPLX,2018,12,24060600000.0,0.9367755532139094
AVB,2018,12,24057600000.0,0.93642430628732
STT,2018,12,23937300000.0,0.9360730593607306
ED,2018,12,23811100000.0,0.9357218124341412
SCCO,2018,12,23786600000.0,0.9353705655075518
CNC,2018,12,23677500000.0,0.9350193185809624
BHGE,2018,12,23648500000.0,0.934668071654373
PAYX,2018,05,23561300000.0,0.9343168247277837
RSG,2018,12,23398300000.0,0.9339655778011943
HAL,2018,12,23285300000.0,0.9336143308746049
WDC,2018,06,23164300000.0,0.9332630839480155
ROK,2018,09,23156200000.0,0.9329118370214261
ADM,2018,12,22969600000.0,0.9325605900948367
FLT,2018,12,22815800000.0,0.9322093431682473
UAL,2018,12,22813400000.0,0.9318580962416579
HRL,2018,10,22753500000.0,0.9315068493150684
STI,2018,12,22661900000.0,0.931155602388479
FTV,2018,12,22595900000.0,0.9308043554618897
HSY,2018,12,22487200000.0,0.9304531085353003
HPE,2018,10,22442600000.0,0.9301018616087109
PXD,2018,12,22419200000.0,0.9297506146821215
TROW,2018,12,22217200000.0,0.9293993677555321
OKE,2018,12,22193000000.0,0.9290481208289427
APC,2018,12,22107700000.0,0.9286968739023533
DLR,2018,12,21979300000.0,0.928345626975764
WEC,2018,12,21853300000.0,0.9279943800491746
TSN,2018,09,21535000000.0,0.9276431331225852
CMI,2018,12,21457400000.0,0.9272918861959958
HLT,2018,12,21293700000.0,0.9269406392694064
ZBH,2018,12,21156400000.0,0.926589392342817
INFO,2018,11,21036600000.0,0.9262381454162276
PH,2018,06,20753600000.0,0.9258868984896382
A,2018,10,20653100000.0,0.9255356515630488
ES,2018,12,20610300000.0,0.9251844046364595
CXO,2018,12,20583700000.0,0.9248331577098701
MCHP,2018,03,20535500000.0,0.9244819107832807
RCL,2018,12,20437800000.0,0.9241306638566913
PPL,2018,12,20403300000.0,0.9237794169301019
AZO,2018,08,20301300000.0,0.9234281700035125
MTB,2018,12,20089400000.0,0.9230769230769231
ABC,2018,09,20075700000.0,0.9227256761503336
DFS,2018,12,19815200000.0,0.9223744292237442
K,2018,12,19783700000.0,0.9220231822971549
BX,2018,12,19742800000.0,0.9216719353705655
WCN,2018,12,19565400000.0,0.9213206884439761
TDG,2018,09,19481600000.0,0.9209694415173867
CTAS,2018,05,19449900000.0,0.9206181945907973
S,2018,03,19414800000.0,0.9202669476642079
FE,2018,12,19204800000.0,0.9199157007376185
MSI,2018,12,18812200000.0,0.9195644538110291
O,2018,12,18604100000.0,0.9192132068844397
NTRS,2018,12,18506400000.0,0.9188619599578504
EIX,2018,12,18496300000.0,0.918510713031261
PANW,2018,07,18414400000.0,0.9181594661046716
SBAC,2018,12,18345600000.0,0.9178082191780822
NTAP,2018,04,18058000000.0,0.9174569722514928
VRSK,2018,12,17950200000.0,0.9171057253249034
VRSN,2018,12,17926500000.0,0.916754478398314
XLNX,2018,03,17592400000.0,0.9164032314717246
CQP,2018,12,17472700000.0,0.9160519845451353
BXP,2018,12,17382300000.0,0.9157007376185459
CERN,2018,12,17278400000.0,0.9153494906919565
HRS,2018,06,17161100000.0,0.9149982437653671
SYF,2018,12,16861400000.0,0.9146469968387777
EXPE,2018,12,16782000000.0,0.9142957499121883
ALGN,2018,12,16751100000.0,0.9139445029855989
MXIM,2018,06,16534500000.0,0.9135932560590094
OMC,2018,12,16413500000.0,0.91324200913242
AWK,2018,12,16393000000.0,0.9128907622058307
WY,2018,12,16377500000.0,0.9125395152792413
CTL,2018,12,16372000000.0,0.9121882683526519
CBS,2018,12,16364200000.0,0.9118370214260625
IP,2018,12,16346900000.0,0.9114857744994731
GPN,2018,12,16316500000.0,0.9111345275728837
NUE,2018,12,16264800000.0,0.9107832806462943
SWKS,2018,09,16235400000.0,0.9104320337197049
APTV,2018,12,16222000000.0,0.9100807867931155
ESS,2018,12,16199800000.0,0.9097295398665262
KLAC,2018,06,16179500000.0,0.9093782929399368
LBTYA,2018,12,16086500000.0,0.9090270460133474
IDXX,2018,12,16041200000.0,0.908675799086758
AEE,2018,12,15935400000.0,0.9083245521601686
DHI,2018,09,15919800000.0,0.9079733052335792
GWW,2018,12,15902600000.0,0.9076220583069898
ANET,2018,12,15892500000.0,0.9072708113804004
FDC,2018,12,15836500000.0,0.9069195644538111
AME,2018,12,15714300000.0,0.9065683175272217
TEVA,2018,12,15708500000.0,0.9062170706006323
SYMC,2018,03,15662800000.0,0.9058658236740429
ETR,2018,12,15590900000.0,0.9055145767474535
AGR,2018,12,15478100000.0,0.9051633298208641
FITB,2018,12,15426600000.0,0.9048120828942747
KEY,2018,12,15290400000.0,0.9044608359676852
IAC,2018,12,15286400000.0,0.9041095890410958
CAH,2018,06,15270200000.0,0.9037583421145065
LNG,2018,12,15205000000.0,0.9034070951879171
CLR,2018,12,15112100000.0,0.9030558482613277
FCX,2018,12,14939500000.0,0.9027046013347383
TSS,2018,12,14830700000.0,0.9023533544081489
RMD,2018,06,14813400000.0,0.9020021074815595
AAL,2018,12,14789300000.0,0.9016508605549701
CAG,2018,05,14701900000.0,0.9012996136283807
AMP,2018,12,14544600000.0,0.9009483667017913
MKL,2018,12,14413000000.0,0.900597119775202
IFF,2018,12,14315800000.0,0.9002458728486126
L,2018,12,14302000000.0,0.8998946259220232
WAT,2018,12,14289400000.0,0.8995433789954338
MTD,2018,12,14165000000.0,0.8991921320688444
CNP,2018,12,14148600000.0,0.898840885142255
MYL,2018,12,14128300000.0,0.8984896382156656
LEN,2018,11,14113100000.0,0.8981383912890762
GPC,2018,12,14091800000.0,0.8977871443624869
CMS,2018,12,14067400000.0,0.8974358974358975
CFG,2018,12,13911000000.0,0.8970846505093081
CP,2018,12,13897100000.0,0.8967334035827187
RF,2018,12,13833200000.0,0.8963821566561293
CTXS,2018,12,13807700000.0,0.8960309097295399
WRK,2018,09,13674000000.0,0.8956796628029505
BR,2018,06,13668100000.0,0.895328415876361
LLL,2018,12,13666600000.0,0.8949771689497716
CBRE,2018,12,13648800000.0,0.8946259220231823
AJG,2018,12,13535200000.0,0.8942746750965929
INCY,2018,12,13532500000.0,0.8939234281700035
RJF,2018,09,13471300000.0,0.8935721812434141
NDAQ,2018,12,13374000000.0,0.8932209343168247
TPR,2018,06,13346100000.0,0.8928696873902353
CPRT,2018,07,13330400000.0,0.8925184404636459
TIF,2018,01,13254200000.0,0.8921671935370565
MELI,2018,12,13237700000.0,0.8918159466104671
QSR,2018,12,13143800000.0,0.8914646996838778
HCP,2018,12,13124800000.0,0.8911134527572884
VIAB,2018,09,13077000000.0,0.890762205830699
SPLK,2018,01,13066500000.0,0.8904109589041096
VMC,2018,12,13046300000.0,0.8900597119775202
LBRDA,2018,12,13023000000.0,0.8897084650509308
MMP,2018,12,13020800000.0,0.8893572181243414
MSCI,2018,12,12978700000.0,0.889005971197752
SJM,2018,04,12959400000.0,0.8886547242711627
NLY,2018,12,12900800000.0,0.8883034773445733
MGM,2018,12,12789800000.0,0.8879522304179839
LH,2018,12,12749700000.0,0.8876009834913945
YUMC,2018,12,12710400000.0,0.8872497365648051
COO,2018,10,12693300000.0,0.8868984896382157
HBAN,2018,12,12653400000.0,0.8865472427116263
CINF,2018,12,12599200000.0,0.8861959957850368
PFG,2018,12,12502300000.0,0.8858447488584474
PTC,2018,09,12474600000.0,0.885493501931858
ARE,2018,12,12391400000.0,0.8851422550052687
HST,2018,12,12370200000.0,0.8847910080786793
ABMD,2018,03,12358400000.0,0.8844397611520899
PCG,2018,12,12318500000.0,0.8840885142255005
CPB,2018,07,12308400000.0,0.8837372672989111
CSGP,2018,12,12285900000.0,0.8833860203723217
CDW,2018,12,12156300000.0,0.8830347734457323
CE,2018,12,12034200000.0,0.882683526519143
FTNT,2018,12,11999200000.0,0.8823322795925536
CMG,2018,12,11998300000.0,0.8819810326659642
XYL,2018,12,11990700000.0,0.8816297857393748
CNA,2018,12,11982800000.0,0.8812785388127854
ANSS,2018,12,11944100000.0,0.880927291886196
MRO,2018,12,11920500000.0,0.8805760449596066
MTCH,2018,12,11893700000.0,0.8802247980330172
TFX,2018,12,11885500000.0,0.8798735511064278
ROL,2018,12,11816200000.0,0.8795223041798385
ATUS,2018,12,11813500000.0,0.8791710572532491
VNO,2018,12,11803400000.0,0.8788198103266597
WCG,2018,12,11802600000.0,0.8784685634000703
EXPD,2018,12,11751700000.0,0.8781173164734809
IT,2018,12,11619800000.0,0.8777660695468915
FFIV,2018,09,11609000000.0,0.8774148226203021
CHRW,2018,12,11562700000.0,0.8770635756937126
VST,2018,12,11546800000.0,0.8767123287671232
NRG,2018,12,11481200000.0,0.8763610818405339
AAP,2018,12,11477800000.0,0.8760098349139445
EXR,2018,12,11447100000.0,0.8756585879873551
GDDY,2018,12,11386200000.0,0.8753073410607657
DGX,2018,12,11330700000.0,0.8749560941341763
MOS,2018,12,11259600000.0,0.8746048472075869
EFX,2018,12,11229200000.0,0.8742536002809975
KMX,2018,02,11198100000.0,0.8739023533544081
TXT,2018,12,11173800000.0,0.8735511064278187
HOLX,2018,09,11167900000.0,0.8731998595012294
MTN,2018,07,11164300000.0,0.87284861257464
ETFC,2018,12,11156000000.0,0.8724973656480506
HEI,2018,10,11140300000.0,0.8721461187214612
CMA,2018,12,11107100000.0,0.8717948717948718
IMO,2018,12,11012400000.0,0.8714436248682824
CBOE,2018,12,10976700000.0,0.871092377941693
TTWO,2018,03,10973100000.0,0.8707411310151036
LNC,2018,12,10960100000.0,0.8703898840885143
DRI,2018,05,10903400000.0,0.8700386371619249
MAA,2018,12,10894300000.0,0.8696873902353355
JEC,2018,09,10855700000.0,0.8693361433087461
SSNC,2018,12,10848100000.0,0.8689848963821567
UHS,2018,12,10783200000.0,0.8686336494555673
MLM,2018,12,10778300000.0,0.8682824025289779
WYNN,2018,12,10755300000.0,0.8679311556023884
KEYS,2018,10,10698400000.0,0.867579908675799
IEP,2018,12,10654000000.0,0.8672286617492097
DXCM,2018,12,10643600000.0,0.8668774148226203
UDR,2018,12,10633600000.0,0.8665261678960309
ARMK,2018,09,10603400000.0,0.8661749209694415
DVN,2018,12,10553200000.0,0.8658236740428521
TRU,2018,12,10525000000.0,0.8654724271162627
WPC,2018,12,10523900000.0,0.8651211801896733
INVH,2018,12,10453200000.0,0.8647699332630839
KKR,2018,12,10387800000.0,0.8644186863364945
LYV,2018,12,10320100000.0,0.8640674394099052
DPZ,2018,12,10315100000.0,0.8637161924833158
ATO,2018,09,10313900000.0,0.8633649455567264
HAS,2018,12,10278700000.0,0.863013698630137
VAR,2018,09,10246900000.0,0.8626624517035476
EMN,2018,12,10238500000.0,0.8623112047769582
TSCO,2018,12,10185400000.0,0.8619599578503688
JBHT,2018,12,10157800000.0,0.8616087109237794
SIVB,2018,12,10113400000.0,0.86125746399719
ODFL,2018,12,10095300000.0,0.8609062170706007
JKHY,2018,06,10094700000.0,0.8605549701440113
LULU,2018,01,10042900000.0,0.8602037232174219
CF,2018,12,10041700000.0,0.8598524762908325
DATA,2018,12,10028100000.0,0.8595012293642431
LNT,2018,12,9968320000.0,0.8591499824376537
APA,2018,12,9963020000.0,0.8587987355110642
AKAM,2018,12,9947860000.0,0.8584474885844748
REG,2018,12,9942920000.0,0.8580962416578855
NOV,2018,12,9852520000.0,0.8577449947312961
FWONA,2018,12,9736490000.0,0.8573937478047067
IEX,2018,12,9685370000.0,0.8570425008781173
AES,2018,12,9576820000.0,0.8566912539515279
UGI,2018,09,9562410000.0,0.8563400070249385
PNW,2018,12,9549190000.0,0.8559887600983491
XRAY,2018,12,9498050000.0,0.8556375131717597
OTEX,2018,06,9497830000.0,0.8552862662451703
LW,2018,05,9440640000.0,0.854935019318581
NCLH,2018,12,9396140000.0,0.8545837723919916
HSIC,2018,12,9387770000.0,0.8542325254654022
ALLY,2018,12,9360430000.0,0.8538812785388128
DRE,2018,12,9280470000.0,0.8535300316122234
Y,2018,12,9247930000.0,0.853178784685634
WES,2018,12,9245740000.0,0.8528275377590446
NI,2018,12,9209320000.0,0.8524762908324552
HLF,2018,12,9203190000.0,0.8521250439058659
OKTA,2019,01,9103460000.0,0.8517737969792765
SGEN,2018,12,9073870000.0,0.8514225500526871
ZAYO,2018,06,9052400000.0,0.8510713031260977
WRB,2018,12,9026200000.0,0.8507200561995083
NBL,2018,12,9001030000.0,0.8503688092729189
VEEV,2018,01,8884840000.0,0.8500175623463295
FTI,2018,12,8862570000.0,0.84966631541974
HFC,2018,12,8857700000.0,0.8493150684931506
RE,2018,12,8851510000.0,0.8489638215665612
NWSA,2018,06,8830900000.0,0.8486125746399719
TWLO,2018,12,8827940000.0,0.8482613277133825
NVR,2018,12,8809590000.0,0.8479100807867931
RGA,2018,12,8802890000.0,0.8475588338602037
FDS,2018,08,8799040000.0,0.8472075869336143
RL,2018,03,8782540000.0,0.8468563400070249
PKI,2018,12,8737840000.0,0.8465050930804355
FRT,2018,12,8718800000.0,0.8461538461538461
ELS,2018,12,8717170000.0,0.8458025992272568
MHK,2018,12,8678310000.0,0.8454513523006674
NWL,2018,12,8677810000.0,0.845100105374078
QRVO,2018,03,8668610000.0,0.8447488584474886
FNF,2018,12,8653070000.0,0.8443976115208992
FMC,2018,12,8637730000.0,0.8440463645943098
CDK,2018,06,8586040000.0,0.8436951176677204
ZBRA,2018,12,8567290000.0,0.843343870741131
WLK,2018,12,8546870000.0,0.8429926238145417
DVA,2018,12,8542360000.0,0.8426413768879523
FLEX,2018,03,8437370000.0,0.8422901299613629
NTNX,2018,07,8344510000.0,0.8419388830347735
BGNE,2018,12,8341540000.0,0.8415876361081841
URI,2018,12,8315450000.0,0.8412363891815947
TMK,2018,12,8313110000.0,0.8408851422550052
NLSN,2018,12,8281760000.0,0.8405338953284158
TRGP,2018,12,8258790000.0,0.8401826484018264
QRTEA,2018,12,8201320000.0,0.839831401475237
CPT,2018,12,8200560000.0,0.8394801545486477
ALB,2018,12,8185290000.0,0.8391289076220583
ADS,2018,12,8175390000.0,0.8387776606954689
HII,2018,12,8174630000.0,0.8384264137688795
SNA,2018,12,8161740000.0,0.8380751668422901
ARNC,2018,12,8147470000.0,0.8377239199157007
W,2018,12,8138120000.0,0.8373726729891113
AFG,2018,12,8080090000.0,0.837021426062522
TRMB,2018,12,8021630000.0,0.8366701791359326
ANDX,2018,12,7975780000.0,0.8363189322093432
ANGI,2018,12,7968370000.0,0.8359676852827538
ATH,2018,12,7956360000.0,0.8356164383561644
IPG,2018,12,7929170000.0,0.835265191429575
PKG,2018,12,7886740000.0,0.8349139445029856
LEA,2018,12,7884400000.0,0.8345626975763962
LDOS,2018,12,7847430000.0,0.8342114506498068
ZION,2018,12,7829620000.0,0.8338602037232175
OGE,2018,12,7827510000.0,0.8335089567966281
AVY,2018,12,7789180000.0,0.8331577098700387
EXAS,2018,12,7755020000.0,0.8328064629434493
STE,2018,03,7722870000.0,0.8324552160168599
NNN,2018,12,7719930000.0,0.8321039690902705
BRO,2018,12,7695030000.0,0.831752722163681
ULTI,2018,12,7656920000.0,0.8314014752370916
SPR,2018,12,7641370000.0,0.8310502283105022
HP,2018,09,7634780000.0,0.8306989813839128
MSG,2018,06,7604690000.0,0.8303477344573235
ALLE,2018,12,7576890000.0,0.8299964875307341
WU,2018,12,7554290000.0,0.8296452406041447
LKQ,2018,12,7550950000.0,0.8292939936775553
ALK,2018,12,7502800000.0,0.8289427467509659
JAZZ,2018,12,7477460000.0,0.8285914998243765
TDY,2018,12,7470900000.0,0.8282402528977871
IONS,2018,12,7437120000.0,0.8278890059711977
H,2018,12,7428420000.0,0.8275377590446084
TRIP,2018,12,7425720000.0,0.827186512118019
CACC,2018,12,7371590000.0,0.8268352651914296
ST,2018,12,7360320000.0,0.8264840182648402
PHM,2018,12,7299590000.0,0.8261327713382508
SRPT,2018,12,7292460000.0,0.8257815244116614
SCI,2018,12,7285110000.0,0.825430277485072
HDS,2018,01,7265590000.0,0.8250790305584826
AOS,2018,12,7256910000.0,0.8247277836318933
DLB,2018,09,7252200000.0,0.8243765367053039
MOH,2018,12,7250850000.0,0.8240252897787145
XPO,2018,12,7241050000.0,0.8236740428521251
BWA,2018,12,7235390000.0,0.8233227959255357
TYL,2018,12,7214140000.0,0.8229715489989463
SEIC,2018,12,7185960000.0,0.8226203020723568
PAYC,2018,12,7177240000.0,0.8222690551457674
SNAP,2018,12,7135000000.0,0.821917808219178
OHI,2018,12,7054480000.0,0.8215665612925886
VICI,2018,12,6952910000.0,0.8212153143659993
ON,2018,12,6949540000.0,0.8208640674394099
RHI,2018,12,6948370000.0,0.8205128205128205
GWRE,2018,07,6918740000.0,0.8201615735862311
GLPI,2018,12,6917280000.0,0.8198103266596417
STLD,2018,12,6895750000.0,0.8194590797330523
IVZ,2018,12,6885760000.0,0.8191078328064629
USFD,2018,12,6875600000.0,0.8187565858798735
GGG,2018,12,6843890000.0,0.8184053389532842
WHR,2018,12,6819190000.0,0.8180540920266948
WAB,2018,12,6787200000.0,0.8177028451001054
AZPN,2018,06,6763100000.0,0.817351598173516
SLG,2018,12,6743210000.0,0.8170003512469266
BKI,2018,12,6731950000.0,0.8166491043203372
UHAL,2018,03,6703510000.0,0.8162978573937478
CGNX,2018,12,6658630000.0,0.8159466104671584
ARCC,2018,12,6641730000.0,0.815595363540569
FICO,2018,09,6629460000.0,0.8152441166139797
AIV,2018,12,6623090000.0,0.8148928696873903
RNG,2018,12,6622650000.0,0.8145416227608009
RPM,2018,05,6619610000.0,0.8141903758342115
PNR,2018,12,6558650000.0,0.8138391289076221
BFAM,2018,12,6471820000.0,0.8134878819810326
INGR,2018,12,6462330000.0,0.8131366350544432
UNM,2018,12,6426830000.0,0.8127853881278538
KAR,2018,12,6423080000.0,0.8124341412012644
UBNT,2018,06,6377370000.0,0.8120828942746751
BERY,2018,09,6352760000.0,0.8117316473480857
SC,2018,12,6320990000.0,0.8113804004214963
HRC,2018,09,6317090000.0,0.8110291534949069
EWBC,2018,12,6310080000.0,0.8106779065683175
EPAM,2018,12,6265630000.0,0.8103266596417281
OAK,2018,12,6246170000.0,0.8099754127151387
VOYA,2018,12,6242420000.0,0.8096241657885493
ORI,2018,12,6225370000.0,0.80927291886196
KIM,2018,12,6173380000.0,0.8089216719353706
DCI,2018,07,6152250000.0,0.8085704250087812
AYI,2018,08,6141270000.0,0.8082191780821918
ALV,2018,12,6120040000.0,0.8078679311556024
MAC,2018,12,6104680000.0,0.807516684229013
EHC,2018,12,6103870000.0,0.8071654373024236
WTR,2018,12,6083760000.0,0.8068141903758342
RGLD,2018,06,6056450000.0,0.8064629434492449
STOR,2018,12,6025470000.0,0.8061116965226555
ARW,2018,12,6010520000.0,0.8057604495960661
NATI,2018,12,6009790000.0,0.8054092026694767
CBSH,2018,12,5988050000.0,0.8050579557428873
CSL,2018,12,5985420000.0,0.8047067088162979
POOL,2018,12,5985140000.0,0.8043554618897084
